"title","director","release_year","runtime","subtitle","description","genres","female_protagonist","lgbtq_protagonist","white_protagonist","political/social_or_moral_topic","experimental","cast","watched","avg_rating","X0.5","X1","X1.5","X2","X2.5","X3","X3.5","X4","X4.5","X5","fans","liked","total_ratings","polarization"
"Rustom","Tinu Suresh Desai",2016,148,"Decorated Officer. Devoted Family Man. Defending His Honor. His Name Is RUSTOM.","A naval officer is devastated to learn about his wife’s extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death, following which he surrenders himself but claims to be “not guilty” in the court, much to the surprise of the businessman’s sister and the officers dealing with his case.","Thriller---Drama---Crime","No","No","No","Infidelity and justice","No","Akshay Kumar---Ileana D'Cruz---Esha Gupta---Arjan Bajwa---Usha Nadkarni---Sachin Khedekar---Kumud Mishra---Anang Desai---Parmeet Sethi---Indraneel Bhattacharya---Kanwaljit Singh---Brijendra Kala---Gireesh Sahedev---Hiten Patel",11635,3,79,192,191,635,726,1814,1016,751,110,174,3,1059,5688,1.91770309163086
"The Attorney","Yang Woo-seok",2013,127,"No money. No connections. No degree.","Song Woo-seok is a lawyer with no clients. When his friend’s son is falsely accused of a crime and tortured, he takes up the case and the course of his life changes for good.","History---Drama","No","No","No","Human rights and authoritarian government oppression","No","Song Kang-ho---Kim Young-ae---Oh Dal-su---Yim Si-wan---Kwak Do-won---Jo Min-ki---Song Young-chang---Lee Sung-min---Jung Won-joong---Lee Hang-na---Sim Hee-seop---Ryu Soo-young---Cha Kwang-soo---Han Gi-joong---Cho Wan-ki---Cha Eun-Jae---Lee Jung-eun---Jeong Joon-won---Park Soo-young---Yoo Ha-bok---Seol Chang-hee---Jeon Kwang-jin---Choi Jeong-hyun---Lee Jin-hee---Shin An-jin---Jang Liu---Won Ho-seob",9055,3.8,14,25,36,125,280,1090,1620,2153,554,549,19,1485,6446,1.71110130260759
"Silverado","Lawrence Kasdan",1985,133,"Four strangers become friends. Four friends become heroes. On the road to Silverado.","Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It’s up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.","Action---Western","No","Unknown","Yes","Corruption and justice","No","Kevin Kline---Scott Glenn---Danny Glover---Kevin Costner---Brian Dennehy---Rosanna Arquette---John Cleese---Linda Hunt---Jeff Goldblum---Ray Baker---Lynn Whitfield---Joe Seneca---Jeff Fahey---Brad Leland---Marvin J. McIntyre---Sheb Wooley---Jonathan Kasdan---Todd Allen---Kenny Call---Bill Thurman---Meg Kasdan---Dick Durock---Gene Hartline---Autry Ward---Jake Kasdan---Rusty Meyers---Zeke Davidson---Lois Geary---James Gammon---Troy Ward---Roy McAdams---Patricia Gaul---Amanda Wyss---Earl Hindman---Thomas Wilson Brown---Jim Haynie---Richard Jenkins---Ken Farmer---Sam Gauny---Brion James---Richard Lester",38855,3.5,40,147,170,1008,1894,6687,7047,6313,1361,1501,122,8656,26168,1.74994831996529
"Bhoomi","Omung Kumar",2017,135,"","A shoe-smith Arun Sachdeva is shattered when he discovers that his daughter, Bhoomi has been raped by Dhauli and his gang of three. The father and daughter grieve for a bit before planning revenge.","Drama---Action","Yes","No","No","Rape and revenge","No","Sanjay Dutt---Aditi Rao Hydari---Sharad Kelkar---Shekhar Suman---Sidhant Gupta---Sunny Leone---Riddhi Sen",735,3,10,40,32,69,63,112,40,36,4,18,1,61,424,2.04675935809846
"Itty Bitty Titty Committee","Jamie Babbit",2007,87,"Every generation needs a new revolution","High School grad and all American gal, Anna, finds her purpose and herself after she hooks up with the radical feminists in The Itty Bitty Titty Committee.","","Yes","Yes","Unknown","Radical feminism","No","Melonie Díaz---Nicole Vicius---Daniel Sea---Deak Evgenikos---Lauren Mollica---Guinevere Turner---Carly Pope---Melanie Mayron---Ana Mercedes---Cecile Rivore---Marisa Ramirez---Rubén Garfias---Leslie Grossman---Jimmi Simpson---Mircea Monroe---Miguel Nájera---Mark Stephen---Patricia Lentz---Bruce Cronander---Jenny Shimizu---Danica Dias---Brian Gattas---Joel Michaely---Jules Hogan---J. Karen Thomas---Kristina Goolsby---John Ireland---Charles Hoyes---Cady Huffman---Sarah Dale---Vanessa Godson---Camila Grey---Patty Schemel---Clea DuVall---Melanie Lynskey",4649,2.9,63,119,125,346,288,613,282,247,46,95,7,646,2224,2.04964221342984
"Comanche Territory","George Sherman",1950,76,"The wild, wanton fury of 1000 howling savages!","Silver has been found on comanche territory and the government accomplished a peaceful agreement with the indians. When James ‘Jim’ Bowie comes into the scene he finds the white settlers living near by planning to attack the indians although they know about that agreement and the beautiful Katie seems to play a leading role in this intrigue.","","Yes","No","Yes","Native American treaty rights and settler conflict","No","Maureen O'Hara---Macdonald Carey---Will Geer---Charles Drake---Pedro de Cordoba---Ian MacDonald---Rick Vallin---Parley Baer---James Best---Edmund Cobb---Glenn Strange---John Cason---Iron Eyes Cody---I. Stanford Jolley---John Barton---Phil Bloom---Stanley Blystone---Chet Brandenburg---Johnny Carpenter---Martin Cichy---Victor Cox---Jack Curtis---Russell Custer---William Fawcett---Terry Frost---Clem Fuller---Chick Hannan---Harry Harvey---Ralph Littlefield---Charles McQuary---Robert Milasch---Ernesto Molinari---Charles Perry---Jack Perry---Robert Robinson---Phil Schumacher---Cap Somers---Tom Steele---Ken Terrell---Jack Tornek---Guy Wilkerson---Harry Wilson",459,3.2,4,5,7,40,68,109,50,33,6,5,1,73,327,1.80575220298629
"Ultraman Zearth 2: Superhuman Big Battle - Light and Shadow","Kazuya Konaka",1997,65,"The strongest enemy is Ultraman.","Ultraman Shadow, Ultraman Zearth’s most terrifying adversary yet, is brought to Earth by the murderous alien, Lady Benzen to be Ultraman Zearth’s assassin. Ultraman Shadow is a warrior of darkness equipped with mysterious powers. Prepare to witness the ultimate showdown, colossus versus mighty colossus, the battle ground: Planet Earth!","Action---Family---Science Fiction---Adventure","No","Unknown","Unknown","No","No","Masaharu Sekiguchi---Kohji Moritsugu---Ichirôta Miyakawa---Yuka Takaoka---Hiromoto Okubo---Uno Kanda---Kazuyoshi Ishii---Nobuaki Kakuda---Andy Hug---Hiromi Sakimoto---Yutaro Akashi---Yuichi Koda---Kenji Terada---Susumu Kurobe---Hiroko Sakurai---Sandayuu Dokumamushi---Masaya Nihei---Yasuhiko Saijō---Yuriko Hishimi---Jiro Dan---Takaaki Ishibashi---Noritake Kinashi---Kanako Itou---Chika Sakamoto---Takeshi Kaga",316,3.2,1,4,12,14,33,92,42,20,5,4,NA,83,227,1.75010730858675
"The Hook of Woodland Heights","Michael Savino",1990,40,"","An escaped mental patient, who is missing a hand, uses a large barbecue fork in its place and proceeds to kill off the local teenagers.","Horror---Comedy","No","Unknown","Yes","No","No","Robert W. Allen---Christine McNamara---Michael Elyanow",404,3.1,0,7,16,37,47,96,56,31,4,10,NA,123,304,1.8645097954096
"When Friendship Kills","James A. Contner",1996,96,"She’ll be dead before she’s thin enough.","Teenager Lexi Archer moves to Chicago with her newly divorced mother and befriends a popular girl at her new school, Jennifer. After Lexi’s volleyball coach suggests that she lose weight, Jennifer reveals she is bulimic and the two girls decide to help each other, leading to disastrous consequences.","Drama---TV Movie","Yes","No","Yes","Anorexia nervosa and eating disorders","No","Lynda Carter---Katie Wright---Marley Shelton---Josh Taylor---Colleen Winton---Kimberley Warnat---Malcolm Stewart---Kevin McNulty---Tobias Mehler---Ryan Reynolds",1638,3.2,9,20,20,84,104,286,164,144,36,111,18,328,978,1.96095038774606
"Barbie: Princess Adventure","Conrad Helten",2020,72,"","With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.","Animation---Family---Music","Yes","No","Yes","No","No","America Young---Erica Lindbeck---Stephanie Sheh---Emma Adele Galvin---Ritesh Rajan---Desirae Whitfield---Cristina Milizia---Dave Fennoy---Angelo Salvatore Restaino---Eamon Brennan---Ogie Banks---Cassidy Naber---Cassandra Lee Morris---Kirsten Day---Greg Chun---Lisa Fuson---Nakia Burrise---Amelia Diecker---Ben Pronsky---Tara Sands---Elli Moore---Jordyn Kane",10556,2.4,478,765,460,1180,751,1207,319,431,71,375,3,874,6037,2.12761771538009
"Captain Underpants: The First Epic Movie","David Soren",2017,88,"50% hero. 100% cotton.","Based on the bestselling book series, this outrageous comedy tells the story of George and Harold, two overly imaginative pranksters who hypnotize their principal into thinking he’s an enthusiastic, yet dimwitted, superhero named Captain Underpants.","Family---Adventure---Animation---Comedy","No","No","Yes","No","No","Kevin Hart---Thomas Middleditch---Ed Helms---Nick Kroll---Jordan Peele---Kristen Schaal---DeeDee Rescher---Brian Posehn---David Soren---Mel Rodriguez---Susan Fitzker---Lynnanne Zager---Tiffany Lauren Bennicke---James Ryan---Leslie David Baker---Sugar Lyn Beard---Lesley Nicol---Chris Miller---Coco Soren",132409,3,1417,2723,2558,8090,9388,22048,15986,12628,2870,5524,448,24299,83232,2.01198657570772
"A Wish Come True","Mark Rosman",2015,85,"","On the night of her 30th birthday, Lindsay Corwin, an unlucky environmentalist with a string of bad relationships, decides to make the ultimate wish: for all of her birthday wishes to come true. When her nearly three decades of wishes, including everything from losing weight to meeting Mr. Right, start magically coming true all at once, Lindsay is awestruck—until she realizes the life, and the man, she’s always wished for might not be the one she really wants.","TV Movie---Romance","Yes","Unknown","Yes","No","No","Megan Park---Benjamin Hollingsworth---Anthony Lemke---Aidan Shipley---Dean Cain---Oluniké Adeliyi---Dean Armstrong---Jennifer Dale---Ron Lea---Karen Cliche---Brian Paul---Jim Codrington---Laura de Carteret---Darrin Baker---Janet Land---Shanda Bezic---Christopher Cordell---Kevin Jubinville---Darryl Dougherty---Brigitte Kingsley---Brandon Ludwig---Annastasia Boston---Matkai Burmaster---Michael Cleland---Douglas E. Davidson---Megan Dawson---Jocelyne Lehto---Evie Moores---Sandro Spaziani",764,2.7,46,85,44,86,55,65,20,16,3,6,NA,54,426,2.03241580436873
"Just Friends?","Kim Jho Gwang-soo",2009,29,"","A sweet reunion turns heavy when Min-soo’s fear forces him to hide his love with two words: “just friends.”","Romance---Comedy","No","Yes","No","Coming out / LGBTQ+ acceptance","No","Lee Je-hoon---Yeon Woo-jin---Lee Sun-ju---Lee Chae-eun---Moon Seong-kwon---Son Cheol-min---Koh Soo-hee---Lee Choon-hyung",2854,3.2,24,42,45,142,172,566,292,286,43,117,3,434,1729,1.91716795248885
"Maradona’s Legs","Firas Khoury",2019,24,"","During the 1990 World Cup, two young Palestinian boys are on a quest for “Maradona’s legs”; the last missing sticker that they need in order to complete their world cup album and win a free Atari.","Drama---Comedy","No","No","No","Palestinian political situation and identity","No","Faris Abbas---Ayoub Abu Hamad---Ali Suliman---Walaa Eltiti---Yazeed Faruja",1788,4.1,5,4,1,9,27,95,174,348,180,358,18,766,1201,1.65445818544103
"Masquerade","Bob Swaim",1988,91,"","A recently orphaned heiress meets a young racing yacht captain on Long Island. He shows interest in her and, being heiress to $200,000,000, love may not be the reason.","Drama---Romance---Thriller","Yes","No","Yes","No","No","Rob Lowe---Meg Tilly---Kim Cattrall---Doug Savant---John Glover---Dana Delany---Bruce Tuthill---Brian Davies---Barton Heyman---Bernie McInerney---Pirie MacDonald---Maeve McGuire---Ira Wheeler---Timothy Landfield---Edwin Bordo---James Caulfield---Dick Wolf---Nada Rowand",3749,3,15,60,79,347,464,868,382,218,23,43,1,556,2499,1.79644988665272
"You Are on Indian Land","Michael Kanentakeron Mitchell",1969,37,"","The territory of Akwesasne straddles the Canada-U.S. border. When Canadian authorities prohibited the duty-free cross-border passage of personal purchases - a right established by the Jay Treaty of 1794 - Kanien’kéhaka protesters blocked the international bridge between Ontario and New York State.","","No","Unknown","No","Indigenous land rights and border crossing dispute","No","Michael Kanentakeron Mitchell",1061,3.7,1,1,0,7,16,70,107,213,46,78,NA,306,539,1.6268840925296
"Out of Many, One","Nanfu Wang",2018,35,"","The U.S. has long offered a promise of opportunity to immigrants, but currently immigration has become a divisive issue. This documentary illustrates how an understanding of our history and democracy is essential to constructive debate, informed civic participation and shaping a new class of citizens.","","Yes","Unknown","No","Immigration","No","Ruth Bader Ginsburg",600,3.2,16,15,13,43,54,136,34,39,5,7,NA,55,362,1.89156673997403
"¿Qué te ha dado esa mujer?","Ismael Rodríguez",1951,100,"","This musical comedy tells the story of two men whose friendship (whose beginning is told in “A toda máquina”) is affected by assumptions love triangles and misunderstandings between the two, however, the value of that friendship overcomes all difficulties.","","No","Unknown","Yes","Friendship and love triangles","No","Pedro Infante---Luis Aguilar---Rosita Arenas---Gloria Mange---Emma Rodríguez---Manuel Arvide---Ángel Infante---Manuel Noriega---Carmen Montejo---Jorge Casanova---Rogelio Fernández---Elodia Hernández---Mario Humberto Jiménez Pons---Luis Leal Solares---Chel López---Concepción Martínez---Bruno Márquez---José Pardavé---Salvador Quiroz---Aurora Ruiz---María Luisa Smith---María Valdealde---Alfredo Varela---Manuel Vergara 'Manver'---Acela Vidaurri",989,3.4,2,2,3,17,34,204,136,137,32,69,NA,268,636,1.7315489752525
"Short Stories","Mikhail Segal",2012,105,"","A young writer brings a collection of short stories to a big Moscow publishing house. The manuscript stays at the office and mysteriously influences the lives of anyone who opens it and reads at least one page. There are four stories in the manuscript, and four readers whose lives are changed after reading them. The situations range from realistic to absurd to thrilling to create a rich portrait of life in contemporary Russia and showcase the thoughts, feelings and ambitions of people who live there. ×","Drama---Mystery---Comedy","Unknown","Unknown","Unknown","Social commentary on modern Russian life","Yes","Andrey Merzlikin---Igor Ugolnikov---Tamara Mironova---Konstantin Yushkevich---Vladislav Leshkevich---Lyubov Aksyonova---Daria Nosik---Sergey Fetisov---Elena Nesterova---Vasily Michkov---Andrey Petrov---Sergey Yefremov---Maksim Gromov---Anatoliy Golub---Viktor Manaev---Anatoly Dlussky---Gleb Orlov---Denis Baranovsky---Viktor Molchan",913,3.3,15,18,22,33,42,125,165,110,30,21,NA,71,581,1.95500685777369
"The Wiser Age","Mikio Naruse",1962,111,"","Drama about the lives of the five daughters and daughter-in-law of a store owner.","","Yes","Unknown","No","Changing role of women in post-war Japanese society","No","Hideko Takamine---Yōko Tsukasa---Yuriko Hoshi---Reiko Dan---Keiko Awaji---Mitsuko Kusabue---Haruko Sugimura---Akemi Kita---Yatsuko Tan'ami---Aiko Mimasu---Akira Takarada---Tatsuya Mihashi---Keiju Kobayashi---Yōsuke Natsuki---Daisuke Katō---Chishū Ryū---Kenzaburo Osawa---Ryōsuke Kagawa---Kunio Ôtsuka---Senkichi Ōmura---Akira Tani---Kumeko Otowa---Atsuko Ichinomiya---Hiroshi Sekita---Yasuhiko Saijō---Toshio Miura---Masayoshi Kawabe---Teruko Mita---Toki Shiozawa---Rumi Konishi---Noriko Sakabe",373,3.7,0,0,0,5,7,25,54,115,38,15,3,126,259,1.53342336444223
